field_1,key,scientificName,issues,datasetKey,publishingOrgKey,networkKeys,installationKey,hostingOrganizationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,basisOfRecord,occurrenceStatus,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,acceptedTaxonKey,acceptedScientificName,kingdom,phylum,order,family,genus,species,genericName,specificEpithet,taxonRank,taxonomicStatus,iucnRedListCategory,elevation,continent,stateProvince,year,month,day,eventDate,startDayOfYear,endDayOfYear,lastInterpreted,license,isSequenced,identifier,facts,relations,institutionKey,collectionKey,isInCluster,datasetID,datasetName,geodeticDatum,class,countryCode,recordedByIDs,identifiedByIDs,gbifRegion,country,publishedByGbifRegion,rightsHolder,recordNumber,identifier.1,nomenclaturalCode,locality,gbifID,language,collectionCode,occurrenceID,type,taxonID,catalogNumber,vernacularName,organismID,institutionCode,ownerInstitutionCode,accessRights,collectionID,name,lifeStage,habitat,individualCount,elevationAccuracy,recordedBy,preparations,institutionID,verbatimEventDate,municipality,county,verbatimCoordinateSystem,disposition,eventTime,dateIdentified,coordinateUncertaintyInMeters,modified,references,identifiedBy,http...unknown.org.nick,informationWithheld,verbatimLocality,http...unknown.org.captive_cultivated,occurrenceRemarks,identificationID,sex,identifiedByIDs.type,identifiedByIDs.value,dynamicProperties,vitality,higherGeography,georeferencedDate,georeferenceProtocol,georeferenceVerificationStatus,georeferenceSources,georeferenceRemarks,coordinatePrecision,georeferencedBy,otherCatalogNumbers,fieldNumber,higherGeographyID,identificationRemarks,verbatimElevation,higherClassification,projectId,establishmentMeans,locationRemarks,recordedByIDs.type,recordedByIDs.value,organismQuantity,organismQuantityType,bibliographicCitation,locationAccordingTo,previousIdentifications,waterBody,distanceFromCentroidInMeters,http...unknown.org.license,parentNameUsage,materialEntityID,source,GID_1,GID_0,COUNTRY_1,NAME_1,VARNAME_1,NL_NAME_1,TYPE_1,ENGTYPE_1,CC_1,HASC_1,ISO_1,x,y
75,686848203,"Atelopus ignescens (Cornalia, 1849)","cdround,gass84,gdativ",dce00a1f-f6b4-4e11-9771-92c62c40ad80,b554c320-0560-11d8-b851-b8a03c50a862,"8e30b684-6a54-4aba-aa73-66201c2c736e,99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",c7b49e46-602a-4172-98d2-6b027c6b049f,b554c320-0560-11d8-b851-b8a03c50a862,US,EML,2025-12-01T19:54:52.463+00:00,2025-12-01T20:04:11.694+00:00,484,PRESERVED_SPECIMEN,PRESENT,5216669,1,44,131,952,6727,2422265,5216669,5216669,"Atelopus ignescens (Cornalia, 1849)",Animalia,Chordata,Anura,Bufonidae,Atelopus,Atelopus ignescens,Atelopus,ignescens,SPECIES,ACCEPTED,CR,NA,SOUTH_AMERICA,Chimborazo,1971,5,24,24/05/1971,144,144,2025-12-01T20:04:11.694+00:00,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,bb458f9d-b069-11e3-8cfe-90b11c41863e,none,none,49fb6451-91b7-4af2-8cd3-354539a77589,04e4cd0c-fea1-47a9-bed4-e318c748719f,FALSE,NA,University of Kansas Biodiversity Institute Herpetology Collection,WGS84,Amphibia,ECU,none,none,LATIN_AMERICA,Ecuador,NORTH_AMERICA,NA,NA,bb458f9d-b069-11e3-8cfe-90b11c41863e,NA,5.2 km S Palmira,686848203,NA,KUH,bb458f9d-b069-11e3-8cfe-90b11c41863e,NA,NA,141494,NA,NA,KU,NA,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,NA,"Atelopus ignescens (Cornalia, 1849)",NA,NA,NA,NA,NA,ETOH,http://grbio.org/cool/iakn-125z,NA,NA,NA,NA,NA,NA,NA,NA,2000-11-28T12:48:34.000+00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ecuador, Chimborazo",27/09/2004,MaNIS/HerpNET/ORNIS Georeferencing Guidelines,Unverified,"Mapa Geografico del Ecuador 1:500,000; IGM Ecuador",assumed on road to Chunchi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gbif,ECU.5_1,ECU,Ecuador,Chimborazo,NA,NA,Provincia,Province,6,EC.CB,EC-H,-78.733333,-2.116667
76,686848204,"Atelopus ignescens (Cornalia, 1849)","cdround,gass84,gdativ",dce00a1f-f6b4-4e11-9771-92c62c40ad80,b554c320-0560-11d8-b851-b8a03c50a862,"8e30b684-6a54-4aba-aa73-66201c2c736e,99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",c7b49e46-602a-4172-98d2-6b027c6b049f,b554c320-0560-11d8-b851-b8a03c50a862,US,EML,2025-12-01T19:54:52.463+00:00,2025-12-01T20:04:06.388+00:00,484,PRESERVED_SPECIMEN,PRESENT,5216669,1,44,131,952,6727,2422265,5216669,5216669,"Atelopus ignescens (Cornalia, 1849)",Animalia,Chordata,Anura,Bufonidae,Atelopus,Atelopus ignescens,Atelopus,ignescens,SPECIES,ACCEPTED,CR,NA,SOUTH_AMERICA,Cotopaxi,1971,5,30,30/05/1971,150,150,2025-12-01T20:04:06.388+00:00,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,bb4592c9-b069-11e3-8cfe-90b11c41863e,none,none,49fb6451-91b7-4af2-8cd3-354539a77589,04e4cd0c-fea1-47a9-bed4-e318c748719f,FALSE,NA,University of Kansas Biodiversity Institute Herpetology Collection,WGS84,Amphibia,ECU,none,none,LATIN_AMERICA,Ecuador,NORTH_AMERICA,NA,NA,bb4592c9-b069-11e3-8cfe-90b11c41863e,NA,11.3 km W Pujili,686848204,NA,KUH,bb4592c9-b069-11e3-8cfe-90b11c41863e,NA,NA,141495,NA,NA,KU,NA,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,NA,"Atelopus ignescens (Cornalia, 1849)",NA,NA,NA,NA,NA,ETOH,http://grbio.org/cool/iakn-125z,NA,NA,NA,NA,NA,NA,NA,NA,2000-11-28T12:48:34.000+00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ecuador, Cotopaxi",07/10/2003,MaNIS/HerpNET/ORNIS Georeferencing Guidelines,Unverified,"Mapa Geografico del Ecuador 1:500,000; IGM Ecuador",assumed on road to Quevedo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gbif,ECU.6_1,ECU,Ecuador,Cotopaxi,NA,NA,Provincia,Province,5,EC.CT,EC-X,-78.75,-0.916667
77,686848209,"Atelopus ignescens (Cornalia, 1849)","cdround,gass84,gdativ",dce00a1f-f6b4-4e11-9771-92c62c40ad80,b554c320-0560-11d8-b851-b8a03c50a862,"8e30b684-6a54-4aba-aa73-66201c2c736e,99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",c7b49e46-602a-4172-98d2-6b027c6b049f,b554c320-0560-11d8-b851-b8a03c50a862,US,EML,2025-12-01T19:54:52.463+00:00,2025-12-01T20:04:00.413+00:00,484,PRESERVED_SPECIMEN,PRESENT,5216669,1,44,131,952,6727,2422265,5216669,5216669,"Atelopus ignescens (Cornalia, 1849)",Animalia,Chordata,Anura,Bufonidae,Atelopus,Atelopus ignescens,Atelopus,ignescens,SPECIES,ACCEPTED,CR,NA,SOUTH_AMERICA,Cotopaxi,1971,5,31,31/05/1971,151,151,2025-12-01T20:04:00.413+00:00,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,bb45a38e-b069-11e3-8cfe-90b11c41863e,none,none,49fb6451-91b7-4af2-8cd3-354539a77589,04e4cd0c-fea1-47a9-bed4-e318c748719f,FALSE,NA,University of Kansas Biodiversity Institute Herpetology Collection,WGS84,Amphibia,ECU,none,none,LATIN_AMERICA,Ecuador,NORTH_AMERICA,NA,NA,bb45a38e-b069-11e3-8cfe-90b11c41863e,NA,37.8 km W Pujili,686848209,NA,KUH,bb45a38e-b069-11e3-8cfe-90b11c41863e,NA,NA,141500,NA,NA,KU,NA,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,NA,"Atelopus ignescens (Cornalia, 1849)",NA,NA,NA,NA,NA,ETOH,http://grbio.org/cool/iakn-125z,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-19T15:12:51.000+00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ecuador, Cotopaxi",07/10/2003,MaNIS/HerpNET/ORNIS Georeferencing Guidelines,Unverified,"Mapa Geografico del Ecuador 1:500,000; IGM Ecuador",assumed on road to Quevedo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gbif,ECU.6_1,ECU,Ecuador,Cotopaxi,NA,NA,Provincia,Province,5,EC.CT,EC-X,-78.916667,-0.933333
78,686858688,"Atelopus ignescens (Cornalia, 1849)","cdround,gass84,gdativ",dce00a1f-f6b4-4e11-9771-92c62c40ad80,b554c320-0560-11d8-b851-b8a03c50a862,"8e30b684-6a54-4aba-aa73-66201c2c736e,99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",c7b49e46-602a-4172-98d2-6b027c6b049f,b554c320-0560-11d8-b851-b8a03c50a862,US,EML,2025-12-01T19:54:52.463+00:00,2025-12-01T20:04:06.229+00:00,484,PRESERVED_SPECIMEN,PRESENT,5216669,1,44,131,952,6727,2422265,5216669,5216669,"Atelopus ignescens (Cornalia, 1849)",Animalia,Chordata,Anura,Bufonidae,Atelopus,Atelopus ignescens,Atelopus,ignescens,SPECIES,ACCEPTED,CR,NA,SOUTH_AMERICA,Pichincha,1971,5,29,29/05/1971,149,149,2025-12-01T20:04:06.229+00:00,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,bbce48ed-b069-11e3-8cfe-90b11c41863e,none,none,49fb6451-91b7-4af2-8cd3-354539a77589,04e4cd0c-fea1-47a9-bed4-e318c748719f,FALSE,NA,University of Kansas Biodiversity Institute Herpetology Collection,WGS84,Amphibia,ECU,none,none,LATIN_AMERICA,Ecuador,NORTH_AMERICA,NA,NA,bbce48ed-b069-11e3-8cfe-90b11c41863e,NA,E slope Volcan de Pichincha,686858688,NA,KUH,bbce48ed-b069-11e3-8cfe-90b11c41863e,NA,NA,152041,NA,NA,KU,NA,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,NA,"Atelopus ignescens (Cornalia, 1849)",NA,NA,NA,NA,NA,ETOH,http://grbio.org/cool/iakn-125z,NA,NA,NA,NA,NA,NA,NA,NA,2000-11-28T12:48:46.000+00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ecuador, Pichincha",30/08/2004,MaNIS/HerpNET/ORNIS Georeferencing Guidelines,Unverified,"Map SA17-4 (Quito) map 1:250,000. IGM Ecuador",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gbif,ECU.19_1,ECU,Ecuador,Pichincha,NA,NA,Provincia,Province,17,EC.PI,EC-P,-78.536944,-0.172222
79,686848933,"Atelopus ignescens (Cornalia, 1849)","gass84,gdativ",dce00a1f-f6b4-4e11-9771-92c62c40ad80,b554c320-0560-11d8-b851-b8a03c50a862,"8e30b684-6a54-4aba-aa73-66201c2c736e,99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",c7b49e46-602a-4172-98d2-6b027c6b049f,b554c320-0560-11d8-b851-b8a03c50a862,US,EML,2025-12-01T19:54:52.463+00:00,2025-12-01T20:04:03.153+00:00,484,PRESERVED_SPECIMEN,PRESENT,5216669,1,44,131,952,6727,2422265,5216669,5216669,"Atelopus ignescens (Cornalia, 1849)",Animalia,Chordata,Anura,Bufonidae,Atelopus,Atelopus ignescens,Atelopus,ignescens,SPECIES,ACCEPTED,CR,NA,SOUTH_AMERICA,Chimborazo,1971,7,12,12/07/1971,193,193,2025-12-01T20:04:03.153+00:00,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,bb594a66-b069-11e3-8cfe-90b11c41863e,none,none,49fb6451-91b7-4af2-8cd3-354539a77589,04e4cd0c-fea1-47a9-bed4-e318c748719f,FALSE,NA,University of Kansas Biodiversity Institute Herpetology Collection,WGS84,Amphibia,ECU,none,none,LATIN_AMERICA,Ecuador,NORTH_AMERICA,NA,NA,bb594a66-b069-11e3-8cfe-90b11c41863e,NA,11.2 km NW San Juan,686848933,NA,KUH,bb594a66-b069-11e3-8cfe-90b11c41863e,NA,NA,142219,NA,NA,KU,NA,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,NA,"Atelopus ignescens (Cornalia, 1849)",NA,NA,NA,NA,NA,ETOH,http://grbio.org/cool/iakn-125z,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-19T15:12:53.000+00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ecuador, Chimborazo",27/09/2004,MaNIS/HerpNET/ORNIS Georeferencing Guidelines,Unverified,"Mapa Geografico del Ecuador 1:500,000; IGM Ecuador",assumed on road to Guaranda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gbif,ECU.5_1,ECU,Ecuador,Chimborazo,NA,NA,Provincia,Province,6,EC.CB,EC-H,-78.85,-1.65
80,686848986,"Atelopus ignescens (Cornalia, 1849)","cdround,gass84,gdativ",dce00a1f-f6b4-4e11-9771-92c62c40ad80,b554c320-0560-11d8-b851-b8a03c50a862,"8e30b684-6a54-4aba-aa73-66201c2c736e,99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",c7b49e46-602a-4172-98d2-6b027c6b049f,b554c320-0560-11d8-b851-b8a03c50a862,US,EML,2025-12-01T19:54:52.463+00:00,2025-12-01T20:04:06.396+00:00,484,PRESERVED_SPECIMEN,PRESENT,5216669,1,44,131,952,6727,2422265,5216669,5216669,"Atelopus ignescens (Cornalia, 1849)",Animalia,Chordata,Anura,Bufonidae,Atelopus,Atelopus ignescens,Atelopus,ignescens,SPECIES,ACCEPTED,CR,NA,SOUTH_AMERICA,Cotopaxi,1971,7,8,08/07/1971,189,189,2025-12-01T20:04:06.396+00:00,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,bb5996b2-b069-11e3-8cfe-90b11c41863e,none,none,49fb6451-91b7-4af2-8cd3-354539a77589,04e4cd0c-fea1-47a9-bed4-e318c748719f,FALSE,NA,University of Kansas Biodiversity Institute Herpetology Collection,WGS84,Amphibia,ECU,none,none,LATIN_AMERICA,Ecuador,NORTH_AMERICA,NA,NA,bb5996b2-b069-11e3-8cfe-90b11c41863e,NA,38.3 km W Pujili,686848986,NA,KUH,bb5996b2-b069-11e3-8cfe-90b11c41863e,NA,NA,142272,NA,NA,KU,NA,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,NA,"Atelopus ignescens (Cornalia, 1849)",NA,NA,NA,NA,NA,ETOH,http://grbio.org/cool/iakn-125z,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-19T15:12:53.000+00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ecuador, Cotopaxi",07/10/2003,MaNIS/HerpNET/ORNIS Georeferencing Guidelines,Unverified,"Mapa Geografico del Ecuador 1:500,000; IGM Ecuador",assumed on road to Quevedo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gbif,ECU.6_1,ECU,Ecuador,Cotopaxi,NA,NA,Provincia,Province,5,EC.CT,EC-X,-78.916667,-0.95
81,686849027,"Atelopus ignescens (Cornalia, 1849)","gass84,gdativ",dce00a1f-f6b4-4e11-9771-92c62c40ad80,b554c320-0560-11d8-b851-b8a03c50a862,"8e30b684-6a54-4aba-aa73-66201c2c736e,99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",c7b49e46-602a-4172-98d2-6b027c6b049f,b554c320-0560-11d8-b851-b8a03c50a862,US,EML,2025-12-01T19:54:52.463+00:00,2025-12-01T20:04:10.665+00:00,484,PRESERVED_SPECIMEN,PRESENT,5216669,1,44,131,952,6727,2422265,5216669,5216669,"Atelopus ignescens (Cornalia, 1849)",Animalia,Chordata,Anura,Bufonidae,Atelopus,Atelopus ignescens,Atelopus,ignescens,SPECIES,ACCEPTED,CR,NA,SOUTH_AMERICA,Cotopaxi,1971,7,8,08/07/1971,189,189,2025-12-01T20:04:10.665+00:00,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,bb59c69e-b069-11e3-8cfe-90b11c41863e,none,none,49fb6451-91b7-4af2-8cd3-354539a77589,04e4cd0c-fea1-47a9-bed4-e318c748719f,FALSE,NA,University of Kansas Biodiversity Institute Herpetology Collection,WGS84,Amphibia,ECU,none,none,LATIN_AMERICA,Ecuador,NORTH_AMERICA,NA,NA,bb59c69e-b069-11e3-8cfe-90b11c41863e,NA,33.8 km W Pujili,686849027,NA,KUH,bb59c69e-b069-11e3-8cfe-90b11c41863e,NA,NA,142312,NA,NA,KU,NA,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,NA,"Atelopus ignescens (Cornalia, 1849)",NA,NA,NA,NA,NA,ETOH,http://grbio.org/cool/iakn-125z,NA,NA,NA,NA,NA,NA,NA,NA,2000-11-28T12:48:35.000+00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ecuador, Cotopaxi",07/10/2003,MaNIS/HerpNET/ORNIS Georeferencing Guidelines,Unverified,"Mapa Geografico del Ecuador 1:500,000; IGM Ecuador",assumed on road to Quevedo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gbif,ECU.6_1,ECU,Ecuador,Cotopaxi,NA,NA,Provincia,Province,5,EC.CT,EC-X,-78.9,-0.95
82,686838635,"Atelopus ignescens (Cornalia, 1849)","cdround,gass84,gdativ",dce00a1f-f6b4-4e11-9771-92c62c40ad80,b554c320-0560-11d8-b851-b8a03c50a862,"8e30b684-6a54-4aba-aa73-66201c2c736e,99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",c7b49e46-602a-4172-98d2-6b027c6b049f,b554c320-0560-11d8-b851-b8a03c50a862,US,EML,2025-12-01T19:54:52.463+00:00,2025-12-01T20:04:06.709+00:00,484,PRESERVED_SPECIMEN,PRESENT,5216669,1,44,131,952,6727,2422265,5216669,5216669,"Atelopus ignescens (Cornalia, 1849)",Animalia,Chordata,Anura,Bufonidae,Atelopus,Atelopus ignescens,Atelopus,ignescens,SPECIES,ACCEPTED,CR,NA,SOUTH_AMERICA,Cotopaxi,1970,7,6,06/07/1970,187,187,2025-12-01T20:04:06.709+00:00,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,ba4ee01a-b069-11e3-8cfe-90b11c41863e,none,none,49fb6451-91b7-4af2-8cd3-354539a77589,04e4cd0c-fea1-47a9-bed4-e318c748719f,FALSE,NA,University of Kansas Biodiversity Institute Herpetology Collection,WGS84,Amphibia,ECU,none,none,LATIN_AMERICA,Ecuador,NORTH_AMERICA,NA,NA,ba4ee01a-b069-11e3-8cfe-90b11c41863e,NA,Paramo de Tegua,686838635,NA,KUH,ba4ee01a-b069-11e3-8cfe-90b11c41863e,NA,NA,131808,NA,NA,KU,NA,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,NA,"Atelopus ignescens (Cornalia, 1849)",NA,NA,NA,NA,NA,ETOH,http://grbio.org/cool/iakn-125z,NA,NA,NA,NA,NA,NA,NA,NA,2000-11-28T12:48:24.000+00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ecuador, Cotopaxi",06/10/2004,MaNIS/HerpNET/ORNIS Georeferencing Guidelines,Unverified,"Mapa Geografico del Ecuador 1:500,000; IGM Ecuador","according to J. Lynch, this locality is in between Zumbagua and Pujili",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gbif,ECU.6_1,ECU,Ecuador,Cotopaxi,NA,NA,Provincia,Province,5,EC.CT,EC-X,-78.8,-0.866667
83,686838699,"Atelopus ignescens (Cornalia, 1849)","cdround,gass84,gdativ",dce00a1f-f6b4-4e11-9771-92c62c40ad80,b554c320-0560-11d8-b851-b8a03c50a862,"8e30b684-6a54-4aba-aa73-66201c2c736e,99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",c7b49e46-602a-4172-98d2-6b027c6b049f,b554c320-0560-11d8-b851-b8a03c50a862,US,EML,2025-12-01T19:54:52.463+00:00,2025-12-01T20:04:00.350+00:00,484,PRESERVED_SPECIMEN,PRESENT,5216669,1,44,131,952,6727,2422265,5216669,5216669,"Atelopus ignescens (Cornalia, 1849)",Animalia,Chordata,Anura,Bufonidae,Atelopus,Atelopus ignescens,Atelopus,ignescens,SPECIES,ACCEPTED,CR,NA,SOUTH_AMERICA,Cotopaxi,1970,7,6,06/07/1970,187,187,2025-12-01T20:04:00.350+00:00,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,ba4fca31-b069-11e3-8cfe-90b11c41863e,none,none,49fb6451-91b7-4af2-8cd3-354539a77589,04e4cd0c-fea1-47a9-bed4-e318c748719f,FALSE,NA,University of Kansas Biodiversity Institute Herpetology Collection,WGS84,Amphibia,ECU,none,none,LATIN_AMERICA,Ecuador,NORTH_AMERICA,NA,NA,ba4fca31-b069-11e3-8cfe-90b11c41863e,NA,Paramo de Apagua,686838699,NA,KUH,ba4fca31-b069-11e3-8cfe-90b11c41863e,NA,NA,131872,NA,NA,KU,NA,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,NA,"Atelopus ignescens (Cornalia, 1849)",NA,NA,NA,NA,NA,ETOH,http://grbio.org/cool/iakn-125z,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-19T15:12:40.000+00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ecuador, Cotopaxi",06/10/2004,MaNIS/HerpNET/ORNIS Georeferencing Guidelines,Unverified,"Mapa Geografico del Ecuador 1:500,000; IGM Ecuador",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gbif,ECU.6_1,ECU,Ecuador,Cotopaxi,NA,NA,Provincia,Province,5,EC.CT,EC-X,-78.933333,-0.966667
84,686838768,"Atelopus ignescens (Cornalia, 1849)","cdround,gass84,gdativ",dce00a1f-f6b4-4e11-9771-92c62c40ad80,b554c320-0560-11d8-b851-b8a03c50a862,"8e30b684-6a54-4aba-aa73-66201c2c736e,99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",c7b49e46-602a-4172-98d2-6b027c6b049f,b554c320-0560-11d8-b851-b8a03c50a862,US,EML,2025-12-01T19:54:52.463+00:00,2025-12-01T20:04:10.527+00:00,484,PRESERVED_SPECIMEN,PRESENT,5216669,1,44,131,952,6727,2422265,5216669,5216669,"Atelopus ignescens (Cornalia, 1849)",Animalia,Chordata,Anura,Bufonidae,Atelopus,Atelopus ignescens,Atelopus,ignescens,SPECIES,ACCEPTED,CR,NA,SOUTH_AMERICA,Tungurahua,1970,7,22,22/07/1970,203,203,2025-12-01T20:04:10.527+00:00,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,ba50a94a-b069-11e3-8cfe-90b11c41863e,none,none,49fb6451-91b7-4af2-8cd3-354539a77589,04e4cd0c-fea1-47a9-bed4-e318c748719f,FALSE,NA,University of Kansas Biodiversity Institute Herpetology Collection,WGS84,Amphibia,ECU,none,none,LATIN_AMERICA,Ecuador,NORTH_AMERICA,NA,NA,ba50a94a-b069-11e3-8cfe-90b11c41863e,NA,1 km W Juan Benigno Vela,686838768,NA,KUH,ba50a94a-b069-11e3-8cfe-90b11c41863e,NA,NA,131941,NA,NA,KU,NA,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,NA,"Atelopus ignescens (Cornalia, 1849)",NA,NA,NA,NA,NA,ETOH,http://grbio.org/cool/iakn-125z,NA,NA,NA,NA,NA,NA,NA,NA,2000-11-28T12:48:24.000+00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ecuador, Tungurahua",15/09/2004,MaNIS/HerpNET/ORNIS Georeferencing Guidelines,Unverified,"Mapa Geografico del Ecuador 1:500,000; IGM Ecuador",assumed on road to Pilahuin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gbif,ECU.23_1,ECU,Ecuador,Tungurahua,NA,NA,Provincia,Province,18,EC.TU,EC-T,-78.683333,-1.3
85,686838854,"Atelopus ignescens (Cornalia, 1849)","cdround,gass84,gdativ",dce00a1f-f6b4-4e11-9771-92c62c40ad80,b554c320-0560-11d8-b851-b8a03c50a862,"8e30b684-6a54-4aba-aa73-66201c2c736e,99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",c7b49e46-602a-4172-98d2-6b027c6b049f,b554c320-0560-11d8-b851-b8a03c50a862,US,EML,2025-12-01T19:54:52.463+00:00,2025-12-01T20:04:06.497+00:00,484,PRESERVED_SPECIMEN,PRESENT,5216669,1,44,131,952,6727,2422265,5216669,5216669,"Atelopus ignescens (Cornalia, 1849)",Animalia,Chordata,Anura,Bufonidae,Atelopus,Atelopus ignescens,Atelopus,ignescens,SPECIES,ACCEPTED,CR,NA,SOUTH_AMERICA,Tungurahua,1970,7,23,23/07/1970,204,204,2025-12-01T20:04:06.497+00:00,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,ba535f8f-b069-11e3-8cfe-90b11c41863e,none,none,49fb6451-91b7-4af2-8cd3-354539a77589,04e4cd0c-fea1-47a9-bed4-e318c748719f,FALSE,NA,University of Kansas Biodiversity Institute Herpetology Collection,WGS84,Amphibia,ECU,none,none,LATIN_AMERICA,Ecuador,NORTH_AMERICA,NA,NA,ba535f8f-b069-11e3-8cfe-90b11c41863e,NA,ca 12 km SW Santa Rosa,686838854,NA,KUH,ba535f8f-b069-11e3-8cfe-90b11c41863e,NA,NA,132026,NA,NA,KU,NA,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,NA,"Atelopus ignescens (Cornalia, 1849)",NA,NA,NA,NA,NA,ETOH,http://grbio.org/cool/iakn-125z,NA,NA,NA,NA,NA,NA,NA,NA,2000-11-28T12:48:24.000+00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ecuador, Tungurahua",15/09/2004,MaNIS/HerpNET/ORNIS Georeferencing Guidelines,Unverified,"Mapa Geografico del Ecuador 1:500,000; IGM Ecuador",assumed on road to Benigno Vela,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gbif,ECU.23_1,ECU,Ecuador,Tungurahua,NA,NA,Provincia,Province,18,EC.TU,EC-T,-78.716667,-1.283333
