field_1,key,scientificName,issues,datasetKey,publishingOrgKey,networkKeys,installationKey,hostingOrganizationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,basisOfRecord,occurrenceStatus,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,acceptedTaxonKey,acceptedScientificName,kingdom,phylum,order,family,genus,species,genericName,specificEpithet,taxonRank,taxonomicStatus,iucnRedListCategory,elevation,continent,stateProvince,year,month,day,eventDate,startDayOfYear,endDayOfYear,lastInterpreted,license,isSequenced,identifier,facts,relations,institutionKey,collectionKey,isInCluster,datasetID,datasetName,geodeticDatum,class,countryCode,recordedByIDs,identifiedByIDs,gbifRegion,country,publishedByGbifRegion,rightsHolder,recordNumber,identifier.1,nomenclaturalCode,locality,gbifID,language,collectionCode,occurrenceID,type,taxonID,catalogNumber,vernacularName,organismID,institutionCode,ownerInstitutionCode,accessRights,collectionID,name,lifeStage,habitat,individualCount,elevationAccuracy,recordedBy,preparations,institutionID,verbatimEventDate,municipality,county,verbatimCoordinateSystem,disposition,eventTime,dateIdentified,coordinateUncertaintyInMeters,modified,references,identifiedBy,http...unknown.org.nick,informationWithheld,verbatimLocality,http...unknown.org.captive_cultivated,occurrenceRemarks,identificationID,sex,identifiedByIDs.type,identifiedByIDs.value,dynamicProperties,vitality,higherGeography,georeferencedDate,georeferenceProtocol,georeferenceVerificationStatus,georeferenceSources,georeferenceRemarks,coordinatePrecision,georeferencedBy,otherCatalogNumbers,fieldNumber,higherGeographyID,identificationRemarks,verbatimElevation,higherClassification,projectId,establishmentMeans,locationRemarks,recordedByIDs.type,recordedByIDs.value,organismQuantity,organismQuantityType,bibliographicCitation,locationAccordingTo,previousIdentifications,waterBody,distanceFromCentroidInMeters,http...unknown.org.license,parentNameUsage,materialEntityID,source,GID_1,GID_0,COUNTRY_1,NAME_1,VARNAME_1,NL_NAME_1,TYPE_1,ENGTYPE_1,CC_1,HASC_1,ISO_1,x,y
51,1987172433,"Atelopus ignescens (Cornalia, 1849)","cdc,conti",8e479b8f-ac16-4bed-a11a-bc7e27c31663,6ea87510-0561-11d8-b851-b8a03c50a862,"8e30b684-6a54-4aba-aa73-66201c2c736e,99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",cfbb523a-883c-48db-8258-dcfe32b11d64,a5486e02-d249-4809-9273-deac47fb11e0,US,EML,2026-02-02T21:21:58.032+00:00,2026-02-02T22:12:27.378+00:00,475,PRESERVED_SPECIMEN,PRESENT,5216669,1,44,131,952,6727,2422265,5216669,5216669,"Atelopus ignescens (Cornalia, 1849)",Animalia,Chordata,Anura,Bufonidae,Atelopus,Atelopus ignescens,Atelopus,ignescens,SPECIES,ACCEPTED,CR,NA,SOUTH_AMERICA,Napo,1978,5,8,08/05/1978,128,128,2026-02-02T22:12:27.378+00:00,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,b7d0438c-dc58-4122-b2d4-716ae64b00c6,none,none,2a508411-2acd-45df-8a8b-00094ac65f87,93b0c64c-ff9d-429b-81ca-ad651820ce66,FALSE,NA,"University of Michigan Museum of Zoology, Division of Reptiles & Amphibians",WGS84,Amphibia,ECU,none,none,LATIN_AMERICA,Ecuador,NORTH_AMERICA,The Regents of the University of Michigan,NA,b7d0438c-dc58-4122-b2d4-716ae64b00c6,NA,8.9 KM W PAPALLACTA 12480FT,1987172433,en,Herps,b7d0438c-dc58-4122-b2d4-716ae64b00c6,PhysicalObject,NA,153113,NA,NA,UMMZ,NA,NA,NA,"Atelopus ignescens (Cornalia, 1849)",NA,NA,1,NA,R S VOSS & F GREENE,FLUID - 1,http://grbio.org/cool/ra64-3eva,NA,NA,NA,NA,in collection,NA,NA,8514,2016-12-25T16:28:25.000+00:00,NA,NA,NA,NA,NA,NA,NTD IN FIELD NOTES ON FILE,NA,NA,NA,NA,NA,NA,"ECUADOR, NAPO",03/05/2016,Geolocate Web,NA,NA,NA,NA,Helen Huetteman,NA,RSV 102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gbif,ECU.16_1,ECU,Ecuador,Napo,NA,NA,Provincia,Province,15,EC.NA,EC-N,-78.219712,-0.371603
52,1987134076,"Atelopus ignescens (Cornalia, 1849)","cdc,conti",8e479b8f-ac16-4bed-a11a-bc7e27c31663,6ea87510-0561-11d8-b851-b8a03c50a862,"8e30b684-6a54-4aba-aa73-66201c2c736e,99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",cfbb523a-883c-48db-8258-dcfe32b11d64,a5486e02-d249-4809-9273-deac47fb11e0,US,EML,2026-02-02T21:21:58.032+00:00,2026-02-02T22:12:42.864+00:00,475,PRESERVED_SPECIMEN,PRESENT,5216669,1,44,131,952,6727,2422265,5216669,5216669,"Atelopus ignescens (Cornalia, 1849)",Animalia,Chordata,Anura,Bufonidae,Atelopus,Atelopus ignescens,Atelopus,ignescens,SPECIES,ACCEPTED,CR,NA,SOUTH_AMERICA,Napo,1978,6,10,10/06/1978,161,161,2026-02-02T22:12:42.864+00:00,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,85118b0b-3d35-4c7c-ad09-d024273ef1d7,none,none,2a508411-2acd-45df-8a8b-00094ac65f87,93b0c64c-ff9d-429b-81ca-ad651820ce66,FALSE,NA,"University of Michigan Museum of Zoology, Division of Reptiles & Amphibians",WGS84,Amphibia,ECU,none,none,LATIN_AMERICA,Ecuador,NORTH_AMERICA,The Regents of the University of Michigan,NA,85118b0b-3d35-4c7c-ad09-d024273ef1d7,NA,6.9 KM W BY RD PAPALLACTA,1987134076,en,Herps,85118b0b-3d35-4c7c-ad09-d024273ef1d7,PhysicalObject,NA,153115,NA,NA,UMMZ,NA,NA,NA,"Atelopus ignescens (Cornalia, 1849)",NA,NA,1,NA,R S VOSS & D SCHULTER,FLUID - 1,http://grbio.org/cool/ra64-3eva,NA,NA,NA,NA,in collection,NA,NA,4366,2016-12-25T16:28:23.000+00:00,NA,NA,NA,NA,NA,NA,NTD IN FIELD NOTES ON FILE,NA,NA,NA,NA,NA,NA,"ECUADOR, NAPO",03/05/2016,Geolocate Web,NA,NA,NA,NA,Helen Huetteman,NA,RSV 168,NA,NA,NA,NA,NA,NA,PLACED MARKER CORRECT DISTANCE W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gbif,ECU.16_1,ECU,Ecuador,Napo,NA,NA,Provincia,Province,15,EC.NA,EC-N,-78.173774,-0.377439
53,686885028,"Atelopus ignescens (Cornalia, 1849)",,dce00a1f-f6b4-4e11-9771-92c62c40ad80,b554c320-0560-11d8-b851-b8a03c50a862,"8e30b684-6a54-4aba-aa73-66201c2c736e,99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",c7b49e46-602a-4172-98d2-6b027c6b049f,b554c320-0560-11d8-b851-b8a03c50a862,US,EML,2025-12-01T19:54:52.463+00:00,2025-12-01T20:04:03.191+00:00,484,PRESERVED_SPECIMEN,PRESENT,5216669,1,44,131,952,6727,2422265,5216669,5216669,"Atelopus ignescens (Cornalia, 1849)",Animalia,Chordata,Anura,Bufonidae,Atelopus,Atelopus ignescens,Atelopus,ignescens,SPECIES,ACCEPTED,CR,NA,SOUTH_AMERICA,Cotopaxi,1977,7,3,03/07/1977,184,184,2025-12-01T20:04:03.191+00:00,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,bd14f2a8-b069-11e3-8cfe-90b11c41863e,none,none,49fb6451-91b7-4af2-8cd3-354539a77589,04e4cd0c-fea1-47a9-bed4-e318c748719f,FALSE,NA,University of Kansas Biodiversity Institute Herpetology Collection,WGS84,Amphibia,ECU,none,none,LATIN_AMERICA,Ecuador,NORTH_AMERICA,NA,NA,bd14f2a8-b069-11e3-8cfe-90b11c41863e,NA,Latacunga,686885028,NA,KUH,bd14f2a8-b069-11e3-8cfe-90b11c41863e,NA,NA,178339,NA,NA,KU,NA,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,NA,"Atelopus ignescens (Cornalia, 1849)",NA,NA,NA,NA,NA,ETOH,http://grbio.org/cool/iakn-125z,NA,NA,NA,NA,NA,NA,NA,NA,2000-11-28T12:49:15.000+00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ecuador, Cotopaxi",02/10/2003,MaNIS/HerpNET/ORNIS Georeferencing Guidelines,Unverified,Alexandria Digital Library,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gbif,ECU.6_1,ECU,Ecuador,Cotopaxi,NA,NA,Provincia,Province,5,EC.CT,EC-X,-78.616669,-0.933333
54,686885029,"Atelopus ignescens (Cornalia, 1849)","gass84,gdativ",dce00a1f-f6b4-4e11-9771-92c62c40ad80,b554c320-0560-11d8-b851-b8a03c50a862,"8e30b684-6a54-4aba-aa73-66201c2c736e,99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",c7b49e46-602a-4172-98d2-6b027c6b049f,b554c320-0560-11d8-b851-b8a03c50a862,US,EML,2025-12-01T19:54:52.463+00:00,2025-12-01T20:04:06.552+00:00,484,PRESERVED_SPECIMEN,PRESENT,5216669,1,44,131,952,6727,2422265,5216669,5216669,"Atelopus ignescens (Cornalia, 1849)",Animalia,Chordata,Anura,Bufonidae,Atelopus,Atelopus ignescens,Atelopus,ignescens,SPECIES,ACCEPTED,CR,NA,SOUTH_AMERICA,Pichincha,1977,7,7,07/07/1977,188,188,2025-12-01T20:04:06.552+00:00,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,bd14f6a5-b069-11e3-8cfe-90b11c41863e,none,none,49fb6451-91b7-4af2-8cd3-354539a77589,04e4cd0c-fea1-47a9-bed4-e318c748719f,FALSE,NA,University of Kansas Biodiversity Institute Herpetology Collection,WGS84,Amphibia,ECU,none,none,LATIN_AMERICA,Ecuador,NORTH_AMERICA,NA,NA,bd14f6a5-b069-11e3-8cfe-90b11c41863e,NA,1.5 km E & 3.5 km S San Juan,686885029,NA,KUH,bd14f6a5-b069-11e3-8cfe-90b11c41863e,NA,NA,178340,NA,NA,KU,NA,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,NA,"Atelopus ignescens (Cornalia, 1849)",NA,NA,NA,NA,NA,ETOH,http://grbio.org/cool/iakn-125z,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-19T15:13:10.000+00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ecuador, Pichincha",10/08/2004,MaNIS/HerpNET/ORNIS Georeferencing Guidelines,Unverified,"Map SA17-4 (Quito) map 1:250,000. IGM Ecuador","assumed by air; original coordinates in deg,min,sec for San Juan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gbif,ECU.19_1,ECU,Ecuador,Pichincha,NA,NA,Provincia,Province,17,EC.PI,EC-P,-78.6093,-0.31693
55,686885031,"Atelopus ignescens (Cornalia, 1849)","cdround,gass84,gdativ",dce00a1f-f6b4-4e11-9771-92c62c40ad80,b554c320-0560-11d8-b851-b8a03c50a862,"8e30b684-6a54-4aba-aa73-66201c2c736e,99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",c7b49e46-602a-4172-98d2-6b027c6b049f,b554c320-0560-11d8-b851-b8a03c50a862,US,EML,2025-12-01T19:54:52.463+00:00,2025-12-01T20:04:03.250+00:00,484,PRESERVED_SPECIMEN,PRESENT,5216669,1,44,131,952,6727,2422265,5216669,5216669,"Atelopus ignescens (Cornalia, 1849)",Animalia,Chordata,Anura,Bufonidae,Atelopus,Atelopus ignescens,Atelopus,ignescens,SPECIES,ACCEPTED,CR,NA,SOUTH_AMERICA,Napo,1977,7,13,13/07/1977,194,194,2025-12-01T20:04:03.250+00:00,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,bd1511bb-b069-11e3-8cfe-90b11c41863e,none,none,49fb6451-91b7-4af2-8cd3-354539a77589,04e4cd0c-fea1-47a9-bed4-e318c748719f,FALSE,NA,University of Kansas Biodiversity Institute Herpetology Collection,WGS84,Amphibia,ECU,none,none,LATIN_AMERICA,Ecuador,NORTH_AMERICA,NA,NA,bd1511bb-b069-11e3-8cfe-90b11c41863e,NA,1 km W Papallacta,686885031,NA,KUH,bd1511bb-b069-11e3-8cfe-90b11c41863e,NA,NA,178342,NA,NA,KU,NA,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,NA,"Atelopus ignescens (Cornalia, 1849)",NA,NA,NA,NA,NA,ETOH,http://grbio.org/cool/iakn-125z,NA,NA,NA,NA,NA,NA,NA,NA,2000-11-28T12:49:15.000+00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ecuador, Napo",07/09/2004,MaNIS/HerpNET/ORNIS Georeferencing Guidelines,Unverified,"Map SA17-4 (Quito) map 1:250,000. IGM Ecuador",assumed on road to Pifo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gbif,ECU.16_1,ECU,Ecuador,Napo,NA,NA,Provincia,Province,15,EC.NA,EC-N,-78.145833,-0.374167
56,686885033,"Atelopus ignescens (Cornalia, 1849)",,dce00a1f-f6b4-4e11-9771-92c62c40ad80,b554c320-0560-11d8-b851-b8a03c50a862,"8e30b684-6a54-4aba-aa73-66201c2c736e,99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",c7b49e46-602a-4172-98d2-6b027c6b049f,b554c320-0560-11d8-b851-b8a03c50a862,US,EML,2025-12-01T19:54:52.463+00:00,2025-12-01T20:04:04.859+00:00,484,PRESERVED_SPECIMEN,PRESENT,5216669,1,44,131,952,6727,2422265,5216669,5216669,"Atelopus ignescens (Cornalia, 1849)",Animalia,Chordata,Anura,Bufonidae,Atelopus,Atelopus ignescens,Atelopus,ignescens,SPECIES,ACCEPTED,CR,NA,SOUTH_AMERICA,Napo,1977,7,13,13/07/1977,194,194,2025-12-01T20:04:04.859+00:00,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,bd151a7f-b069-11e3-8cfe-90b11c41863e,none,none,49fb6451-91b7-4af2-8cd3-354539a77589,04e4cd0c-fea1-47a9-bed4-e318c748719f,FALSE,NA,University of Kansas Biodiversity Institute Herpetology Collection,WGS84,Amphibia,ECU,none,none,LATIN_AMERICA,Ecuador,NORTH_AMERICA,NA,NA,bd151a7f-b069-11e3-8cfe-90b11c41863e,NA,Papallacta,686885033,NA,KUH,bd151a7f-b069-11e3-8cfe-90b11c41863e,NA,NA,178344,NA,NA,KU,NA,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,NA,"Atelopus ignescens (Cornalia, 1849)",NA,NA,NA,NA,NA,ETOH,http://grbio.org/cool/iakn-125z,NA,NA,NA,NA,NA,NA,NA,NA,2000-11-28T12:49:15.000+00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ecuador, Napo",29/10/2003,MaNIS/HerpNET/ORNIS Georeferencing Guidelines,Unverified,Alexandria Digital Library,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gbif,ECU.16_1,ECU,Ecuador,Napo,NA,NA,Provincia,Province,15,EC.NA,EC-N,-78.133331,-0.366667
57,1830938697,"Atelopus ignescens (Cornalia, 1849)","cdc,refuriiv,colmafu,inmafu",1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,0674aea0-a7e1-11d8-9534-b8a03c50a862,17abcf75-2f1e-46dd-bf75-a5b21dd02655,6038e54e-f762-11e1-a439-00145eb45e9a,0674aea0-a7e1-11d8-9534-b8a03c50a862,DE,BIOCASE,2025-11-18T11:44:30.396+00:00,2025-11-25T15:42:26.840+00:00,307,PRESERVED_SPECIMEN,PRESENT,5216669,1,44,131,952,6727,2422265,5216669,5216669,"Atelopus ignescens (Cornalia, 1849)",Animalia,Chordata,Anura,Bufonidae,Atelopus,Atelopus ignescens,Atelopus,ignescens,SPECIES,ACCEPTED,CR,NA,SOUTH_AMERICA,NA,1977,12,26,26/12/1977,360,360,2025-11-25T15:42:26.840+00:00,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,http://id.smns-bw.org/smns/collection/22408/465804/411624,none,none,57246550-fc3c-4056-a59b-5688a10274bd,698a09bc-4471-4efa-92b1-c89449f4cd15,FALSE,NA,NA,WGS84,Amphibia,ECU,none,none,LATIN_AMERICA,Ecuador,EUROPE,NA,NA,http://id.smns-bw.org/smns/collection/22408/465804/411624,NA,NA,1830938697,NA,SMNS-Z-herpcoll,http://id.smns-bw.org/smns/collection/22408/465804/411624,NA,NA,SMNS-Z-HE-0008563 / 465804 / SMNS-Z-HE-0008563,NA,NA,SMNS,NA,NA,NA,"Atelopus ignescens (Cornalia, 1849)",NA,NA,NA,NA,"König, Claus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gbif,ECU.6_1,ECU,Ecuador,Cotopaxi,NA,NA,Provincia,Province,5,EC.CT,EC-X,-78.8649,-0.9189
58,4912507946,"Atelopus ignescens (Cornalia, 1849)","cdc,conti",7b20c426-defe-45ff-82a2-bb00141e1e8f,e62f0c10-13a1-4306-bdad-1e0a4c27d0d0,99d66b6c-9087-452f-a9d4-f15f2c2d0e7e,9df8109c-684d-416b-819b-7bc09adc500b,c54097e6-0972-4acb-b849-eaeba29c917d,EC,EML,2025-11-21T17:17:51.877+00:00,2025-11-25T15:52:16.532+00:00,15,MATERIAL_SAMPLE,PRESENT,5216669,1,44,131,952,6727,2422265,5216669,5216669,"Atelopus ignescens (Cornalia, 1849)",Animalia,Chordata,Anura,Bufonidae,Atelopus,Atelopus ignescens,Atelopus,ignescens,SPECIES,ACCEPTED,CR,NA,SOUTH_AMERICA,Pichincha,1976,1,19,19/01/1976,19,19,2025-11-25T15:52:16.532+00:00,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,QCAZA24917,none,none,1f33a2dd-ea62-4da3-b6f3-6fc19d259c99,ab011792-e14a-4040-bf6e-04e2820bebad,FALSE,doi:10.60545/ejgu3c,Bioweb,WGS84,Amphibia,ECU,none,none,LATIN_AMERICA,Ecuador,LATIN_AMERICA,Museo de Zoología QCAZ,EP51,QCAZA24917,NA,"Quito, Jardines Quinta San Agustín Carretera Panamericana  sur km 26 desde Quito A dos km de la carretera",4912507946,es,QCAZA,QCAZA24917,PhysicalObject,ec.bio.spp.43074,QCAZA24917,Jambato toad,NA,QCAZ,QCAZ,NA,ab011792-e14a-4040-bf6e-04e2820bebad,"Atelopus ignescens (Cornalia, 1849)",NA,Había llovido.,NA,NA,Pablo Menéndez|Luis Coloma|Rafael Narváez|Admin,NA,1f33a2dd-ea62-4da3-b6f3-6fc19d259c99,NA,NA,NA,NA,En colección,00:00,NA,NA,NA,NA,Luis Coloma,NA,NA,"ECUADOR: Pichincha: Quito, Jardines Quinta San Agustín. Carretera Panamericana  sur Km 26 desde Quito. A dos Km de la carretera.   Información Ecológica: Había llovido.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gbif,ECU.19_1,ECU,Ecuador,Pichincha,NA,NA,Provincia,Province,17,EC.PI,EC-P,-78.474,-0.308
59,4912518247,"Atelopus ignescens (Cornalia, 1849)","cdc,conti",7b20c426-defe-45ff-82a2-bb00141e1e8f,e62f0c10-13a1-4306-bdad-1e0a4c27d0d0,99d66b6c-9087-452f-a9d4-f15f2c2d0e7e,9df8109c-684d-416b-819b-7bc09adc500b,c54097e6-0972-4acb-b849-eaeba29c917d,EC,EML,2025-11-21T17:17:51.877+00:00,2025-11-25T15:52:18.060+00:00,15,MATERIAL_SAMPLE,PRESENT,5216669,1,44,131,952,6727,2422265,5216669,5216669,"Atelopus ignescens (Cornalia, 1849)",Animalia,Chordata,Anura,Bufonidae,Atelopus,Atelopus ignescens,Atelopus,ignescens,SPECIES,ACCEPTED,CR,NA,SOUTH_AMERICA,Pichincha,1976,1,19,19/01/1976,19,19,2025-11-25T15:52:18.060+00:00,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,QCAZA15072,none,none,1f33a2dd-ea62-4da3-b6f3-6fc19d259c99,ab011792-e14a-4040-bf6e-04e2820bebad,FALSE,doi:10.60545/ejgu3c,Bioweb,WGS84,Amphibia,ECU,none,none,LATIN_AMERICA,Ecuador,LATIN_AMERICA,Museo de Zoología QCAZ,EP62(984),QCAZA15072,NA,Jardines Quinta San Agustín  Carretera Panamericana Sur km 26 desde Quito  A 2 km desde la carretera,4912518247,es,QCAZA,QCAZA15072,PhysicalObject,ec.bio.spp.43074,QCAZA15072,Jambato toad,NA,QCAZ,QCAZ,NA,ab011792-e14a-4040-bf6e-04e2820bebad,"Atelopus ignescens (Cornalia, 1849)",NA,Había llovido pero la cantidad de sapos encontrados fue muy peque?a. Sacrificados el 21 de enero de 1976 y preservados el 23 de enero de 1976.,NA,NA,Mónica Guerra|Rafael Narváez|Admin,NA,1f33a2dd-ea62-4da3-b6f3-6fc19d259c99,NA,NA,NA,NA,En colección,00:00,NA,NA,NA,NA,NA,NA,NA,"ECUADOR: Pichincha: Jardines Quinta San Agustín.  Carretera Panamericana Sur Km 26 desde Quito.  A 2 Km desde la carretera.   Latitud: -,67723999999999995314 Longitud: -76,400080000000002656 Información Ecológica: Había llovido pero la cantidad de sapos encontrados fue muy peque?a. Sacrificados el 21 de enero de 1976 y preservados el 23 de enero de 1976.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gbif,ECU.19_1,ECU,Ecuador,Pichincha,NA,NA,Provincia,Province,17,EC.PI,EC-P,-78.47321,-0.308078
60,476608344,"Atelopus ignescens (Cornalia, 1849)","colmafu,inmafu",4bfac3ea-8763-4f4b-a71a-76a6f5f243d3,b4640710-8e03-11d8-b956-b8a03c50a862,99d66b6c-9087-452f-a9d4-f15f2c2d0e7e,b0f5183c-5ed0-47f4-b75f-65e0c1036cb5,b4640710-8e03-11d8-b956-b8a03c50a862,US,EML,2026-02-14T04:15:57.463+00:00,2026-02-14T04:50:38.078+00:00,704,PRESERVED_SPECIMEN,PRESENT,5216669,1,44,131,952,6727,2422265,5216669,5216669,"Atelopus ignescens (Cornalia, 1849)",Animalia,Chordata,Anura,Bufonidae,Atelopus,Atelopus ignescens,Atelopus,ignescens,SPECIES,ACCEPTED,CR,3880,SOUTH_AMERICA,Pichincha,1976,6,18,18/06/1976,170,170,2026-02-14T04:50:38.078+00:00,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,MCZ:Herp:A-97037,none,none,1cfca87c-083e-4d67-8e60-cb7d311f6058,b2a3198c-ca1b-40e5-890f-46b4021d623b,FALSE,NA,NA,WGS84,Amphibia,ECU,none,none,LATIN_AMERICA,Ecuador,NORTH_AMERICA,President and Fellows of Harvard College,NA,MCZ:Herp:A-97037,ICZN,18.9 km NW Papallacta on rd to Pifo,476608344,NA,Herp,MCZ:Herp:A-97037,NA,NA,A-97037,NA,NA,MCZ,"Museum of Comparative Zoology, Harvard University",NA,NA,"Atelopus ignescens (Cornalia, 1849)",NA,NA,2,0,Harrison Weed,whole animal (ethanol); whole animal (miscellaneous),b4640710-8e03-11d8-b956-b8a03c50a862,18/6/1976-18/6/1976,NA,NA,decimal degrees,unknown (2),NA,NA,2000,2024-12-20T16:10:51.000+00:00,http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:A-97037,Catalog,NA,NA,Ecuador: Pichincha; 18.9 km. NW Papallacta on rd. to Pifo 3880m.,NA,NA,NA,NA,NA,NA,NA,NA,South America: Ecuador: Pichincha,NA,MaNIS/HerpNET/ORNIS Georeferencing Guidelines,unverified,"Map SA17-4 (Quito) map 1:250,000. IGM Ecuador",assumed on road to Pifo,1.00E-05,Elisa Bonaccorso,field number=MCZ FS-86556|muse location number=ZA97037,MCZ FS-86556,http://vocab.getty.edu/tgn/1001487,MISC: Used for biochemical studies,3880-3880 m,Animalia Chordata Amphibia Lissamphibia Anura Bufonoidea Bufonidae Atelopus ignescens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gbif,ECU.19_1,ECU,Ecuador,Pichincha,NA,NA,Provincia,Province,17,EC.PI,EC-P,-78.24081,-0.3001
61,1317277741,"Atelopus ignescens (Cornalia, 1849)","gass84,osiic",821cc27a-e3bb-4bc5-ac34-89ada245069d,bc092ff0-02e4-11dc-991f-b8a03c50a862,99d66b6c-9087-452f-a9d4-f15f2c2d0e7e,b2ff19b5-d74f-40d2-82f1-ec5db01e8e31,bc092ff0-02e4-11dc-991f-b8a03c50a862,US,EML,2026-02-02T11:12:59.046+00:00,2026-02-04T16:42:30.871+00:00,493,PRESERVED_SPECIMEN,PRESENT,5216669,1,44,131,952,6727,2422265,5216669,5216669,"Atelopus ignescens (Cornalia, 1849)",Animalia,Chordata,Anura,Bufonidae,Atelopus,Atelopus ignescens,Atelopus,ignescens,SPECIES,ACCEPTED,CR,3609,SOUTH_AMERICA,Chimborazo Province,1976,8,15,15/08/1976,228,228,2026-02-04T16:42:30.871+00:00,http://creativecommons.org/publicdomain/zero/1.0/legalcode,FALSE,http://n2t.net/ark:/65665/30356861d-77c6-46cc-a42f-8119c477e676,none,none,586ee56e-b0fe-4dff-b7f9-aeb104f3308a,f34f47db-05bd-4cb7-9d43-691f029b68cc,FALSE,NA,NMNH Extant Biology,WGS84,Amphibia,ECU,none,none,LATIN_AMERICA,Ecuador,NORTH_AMERICA,NA,NA,http://n2t.net/ark:/65665/30356861d-77c6-46cc-a42f-8119c477e676,NA,"Urbina, 1.5 km N of, at base of E slope of Chimborazo Mountain",1317277741,NA,HERP,http://n2t.net/ark:/65665/30356861d-77c6-46cc-a42f-8119c477e676,NA,NA,USNM 227539,NA,NA,USNM,NA,NA,urn:uuid:cc104cbf-fd8e-4801-9b71-36731a7db1a0,"Atelopus ignescens (Cornalia, 1849)",NA,NA,1,0,NA,Ethanol,urn:lsid:biocol.org:col:34871,15-Aug-76,NA,NA,NA,NA,NA,NA,NA,2023-07-05T15:15:00.000+00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America, Ecuador, Chimborazo Province",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3609 m,"Animalia, Chordata, Vertebrata, Amphibia, Anura, Bufonidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gbif,ECU.5_1,ECU,Ecuador,Chimborazo,NA,NA,Provincia,Province,6,EC.CB,EC-H,-78.73,-1.5
